-------------------------------------------------------------------------------------------------
기수명   조  생년월일   나이 데뷔일자   중량 타조중량 총출전 1위  2위  3위 1년출전 1위  2위  3위 
-------------------------------------------------------------------------------------------------
김귀배   프  1962/12/18  59  1979/04/11  52   52       4549  326  326  386   79     4    2    7
김덕현   프  1992/11/02  29  2017/06/02  53   53        405   52   41   33    5     0    0    0
김동수   프  1986/12/23  35  2014/06/05  49   49       3095  281  296  323  267    25   20   26
김아현   프  1998/03/13  24  2020/07/17  50   50        614   24   48   37  318    16   26   18
김옥성   프  1967/04/05  55  1987/04/01  52   52       8583  549  662  758  266    10   23   14
김용근   프  1982/02/12  40  2005/05/04  51   51       5410  840  701  605  438    55   44   42
김정준   프  1989/07/04  33  2010/06/09  52   52       3074  187  238  241  407    29   35   32
김태훈   프  1995/07/17  27  2013/06/01  53   53       1136   64   79   87  174     5    3    9
김태희   프  2000/11/21  21  2021/07/14  49   49        297   27   26   33  277    27   26   33
김효정   프  1996/01/01  26  2017/06/02  50   50       1351   63   78   98  285    13   15   19
다비드   프  1989/02/14  33  2017/12/01  51   51       1730  138  154  152  329    43   29   32
먼로     프  1967/01/14  55  2019/02/01  52   52       1182  128  155  128  320    27   38   34
문성혁   프  1995/09/06  27  2018/06/15  52   52        998   82   78   89  308    19   22   32
문세영   프  1980/09/04  42  2001/07/06  52   52       8475 1795 1329 1017  309    95   54   41
문정균   프  1973/12/06  48  1998/06/15  51   51       6549  447  540  550  146     5    6   11
박병윤   프  1987/04/24  35  2008/06/18  53   53       2682  163  199  203  165     7   13    7
박상우   프  1988/03/18  34  2009/06/01  52   52       2496   91  149  155  106     1    4    5
박을운   프  1975/04/04  47  1998/06/15  52   52       3923  457  440  387  312    31   29   23
박태종   프  1965/12/20  56  1987/04/01  51   51      15149 2192 2028 1720  336    38   39   36
박현우   프  1990/12/01  31  2012/06/07  52   52       1946  119  118  129  173     7    9   14
방춘식   프  1969/09/19  53  1990/06/01  51   51       4972  376  376  422   96     6    0    5
부민호   프  1985/06/03  37  2007/06/01  52   52       1930  129  126  149  121     6   10    8
빅투아르 프  1986/12/11  35  2017/07/05  52   52       1837  198  205  201  283    36   34   31
송재철   프  1990/10/24  32  2013/06/01  52   52       3368  271  310  314  511    55   58   56
신형철   프  1967/05/30  55  1988/04/01  52   52       7323  765  801  752   90    11    6    7
안토니오 프  1987/09/20  35  2017/05/06  54   54       2088  286  272  211  321    40   48   32
안효리   프  1989/06/04  33  2012/06/07  52   52       1626   78   83  100    0     0    0    0
오수철   프  1997/03/25  25  2022/07/01  50   50         98   12    7   13   98    12    7   13
유승완   프  1985/12/17  36  2007/06/01  53   53       4969  433  389  468  441    37   46   55
윤영민   99  1973/12/15  48  1996/06/01  52   52       1761   70   86  100    3     0    0    0
윤태혁   99  1979/01/03  43  1999/09/01  54   54       1804  126  159  148    3     0    0    0
이강서   99  1988/03/19  34  2010/06/09  52   52       1230   56   59   95    0     0    0    0
이기회   99  1978/11/04  43  2004/06/02  52   52       3388  119  157  196   23     1    0    1
이동국   99  1979/11/23  42  2001/07/06  52   52       3633  224  263  296   24     1    1    0
이동진   프  1996/01/10  26  2017/06/02  49   49        735   48   53   51    0     0    0    0
이동하   프  1994/07/28  28  2016/06/18  48   48       1624  128  151  161  216    22   30   27
이상규   프  2000/10/04  22  2022/07/01  50   50         47    1    1    2   47     1    1    2
이용호   프  1996/12/10  25  2015/06/17  50   50       1018   61   69   83  266    15   12   19
이철경   프  1988/08/25  34  2016/06/18  49   49       1116   86   96   89   67     4    4    4
이해동   99  1988/03/23  34  2009/06/01  52   52       1552   62   69  102    3     0    0    1
이혁     프  1987/01/05  35  2011/08/24  52   52       4430  407  370  366  384    47   52   32
이현종   99  1993/08/24  29  2015/06/18  49   49       1689  191  164  190  301    15   22   29
임기원   프  1980/10/10  42  2013/06/19  49   49       2787  390  299  310  143    17   23   14
임다빈   프  1996/08/13  26  2020/07/17  52   52        811   60   63   72  452    29   35   43
장추열   프  1988/09/11  34  2010/06/09  53   53       3604  360  381  389  426    50   54   44
정정희   프  1993/09/15  29  2014/06/05  49   49       1811  106  119  131  295    24   24   25
정평수   99  1965/04/16  57  1987/04/01  52   52       4886  285  376  419   12     0    0    0
조상범   프  1994/02/17  28  2014/06/05  51   51       1716   69  135  133  304     7   22   16
조재로   프  1993/09/29  29  2015/06/18  49   49       1467  112  132  148   61     2    5    5
조한별   프  1991/02/04  31  2013/06/01  52   52       1869   74  120  126  334    21   17   20
지하주   99  1974/04/10  48  1995/07/01  51   51       3490  264  278  306   26     1    1    1
최범현   프  1979/04/11  43  2001/07/06  53   53       6942  869  820  733  215    26   31   27
최원준   99  1984/08/28  38  2007/06/01  53   53       2089   88  121  150   14     0    0    1
하정훈   프  1990/09/04  32  2015/06/18  49   49       1541   69   96  106  138     8    7    8
함완식   프  1978/01/01  44  1998/06/15  53   53       6248  793  806  734  244    42   27   30
황순도   99  1977/10/26  45  1998/06/15  52   52       2364   88  135  153   18     1    1    0
황종우   프  1982/07/18  40  2007/05/19  51   51        799   25   33   47    1     0    0    0
