-------------------------------------------------------------------------------------------------
기수명   조  생년월일   나이 데뷔일자   중량 타조중량 총출전 1위  2위  3위 1년출전 1위  2위  3위 
-------------------------------------------------------------------------------------------------
권오찬   프  1999/11/07  22  2021/07/15  48   48         58    1    2    0   58     1    2    0
김도현   99  1982/01/24  40  2003/07/02  53   53      2,244  128  136  148   47     0    1    5
김동영   프  1980/04/06  41  2005/05/04  53   53      4,316  410  427  436    1     0    0    0
김명신   99  1981/04/01  40  2005/05/04  52   52      2,300   89  157  162   51     3    2    4
김어수   프  1983/07/06  38  2005/05/04  52   52      3,887  234  297  334  244     8   11   18
김철호   프  1987/07/20  34  2008/06/18  53   53      2,517  211  214  233  109     2    4   11
김태경   99  1966/03/22  55  1990/06/01  51   51      5,343  343  409  441  151     6    3    4
김태현   프  1997/01/23  25  2020/07/15  51   51        394   17   22   21  300    10   18   18
김혜선   프  1988/08/31  33  2009/06/01  51   51      3,940  314  330  326  357    31   37   36
다실바   프  1978/12/15  43  2016/09/02  53   53      1,931  255  263  222  375    52   59   43
모준호   프  1991/12/31  30  2020/07/15  51   51        481   30   41   43  346    14   26   33
박재이   프  1996/02/14  26  2015/06/17  52   52      1,916  118  175  184  352    40   36   32
박종호   프  1994/03/09  27  2020/07/15  51   51        227    8    5   11  179     7    4    8
서강주   프  1998/04/11  23  2021/07/15  50   50         76    1    8   10   76     1    8   10
서승운   프  1989/08/30  32  2011/08/24  52   52      3,655  565  489  449  325    53   35   33
송경윤   프  1981/03/05  40  2007/05/18  53   53      4,450  327  423  427  334    15   22   23
신윤섭   프  1995/01/28  27  2021/07/15  51   51        163   12    9   14  163    12    9   14
요아니스 프  1985/09/22  36  2018/12/15  52   52        856   45   69   60  284    11   20    8
유광희   99  1988/09/25  33  2011/08/24  51   51      1,568   52  100  118  170     2    5    8
유현명   프  1979/05/20  42  2002/09/13  51   51      6,789 1136  904  715  303    59   45   28
윤형석   프  1998/12/16  23  2021/07/15  50   50         89    2    6    3   89     2    6    3
이성재   프  1982/10/18  39  2008/05/14  52   52      3,918  302  313  372  279    21   23   31
이아나   99  1989/01/01  33  2011/08/24  50   50      1,213   53   53   67    0     0    0    0
이효식   99  1996/06/04  25  2016/06/18  51   51      1,798  246  185  153  206    25   17   16
임성실   프  1981/02/15  41  2002/09/13  56   56      2,568  349  292  266  135    14   16   12
전진구   프  1996/03/23  25  2017/06/02  50   50        772   45   55   46   80     1    6    2
정도윤   99  1995/11/20  26  2016/06/18  48   48      1,661  133  129  169  214    19   13   19
정동철   프  1990/07/17  31  2011/08/24  48   48      2,618  165  181  193  296    10   10   17
정우주   프  1993/01/23  29  2018/06/14  48   48        878   47   47   62  259     4    9   15
조인권   프  1987/01/18  35  2008/06/18  52   52      4,309  622  485  463  350    36   33   37
조창욱   99  1980/02/10  42  2005/05/04  53   53      4,104  371  351  360   37     2    2    5
진겸     프  1994/07/04  27  2015/06/17  52   52      1,938  162  194  199  246    26   26   28
채상현   99  1993/11/21  28  2014/06/05  52   52      1,527  114  134  140  213    11   21   17
최시대   프  1980/09/12  41  2007/05/18  51   51      5,315  700  628  563  363    45   43   34
최은경   프  1997/02/24  24  2016/06/18  51   51      1,264   76  100  105  148     9    4    8
페로비치 프  1981/07/17  40  2020/04/01  53   53      1,778  339  249  224  271    67   37   37
