-------------------------------------------------------------------------------------------------
기수명   조  생년월일   나이 데뷔일자   중량 타조중량 총출전 1위  2위  3위 1년출전 1위  2위  3위 
-------------------------------------------------------------------------------------------------
권석원   04  1991/10/30  29  2013/06/01  52   52        678   38   38   50   49     0    0    2
김귀배   21  1962/12/18  58  1979/04/11  52   52       4457  322  323  378   69     3    4    4
김덕현   99  1992/11/02  28  2017/06/02  52   52        400   52   41   33   86     5    4    7
김동수   21  1986/12/23  34  2014/06/05  49   49       2773  251  271  292  271    17   20   20
김아현   49  1998/03/13  23  2020/07/17  50   50        244    7   17   15  241     7   17   14
김옥성   43  1967/04/05  54  1987/04/01  52   52       8289  539  638  744  198     3    4   17
김용근   프  1982/02/12  39  2005/05/04  51   51       4898  774  648  553  308    45   39   30
김정준   32  1989/07/04  32  2010/06/09  52   52       2602  152  201  202  302    19   28   26
김태희   33  2000/11/21  20  2021/07/14  49   49          5    0    0    0    5     0    0    0
김효정   20  1996/01/01  25  2017/06/02  50   50       1009   48   62   74  276     4   15   20
다비드   프  1989/02/14  32  2017/12/01  51   51       1333   87  119  111  284    12   23   24
먼로     프  1967/01/14  54  2019/02/01  52   52        785   92  105   87  234    28   26   26
문성혁   33  1995/09/06  25  2018/06/15  52   52        641   58   52   49  233    27   17   13
문세영   프  1980/09/04  40  2001/07/06  52   52       8136 1688 1272  975  292    84   47   27
문정균   06  1973/12/06  47  1998/06/15  51   51       6349  441  531  538  133     2    3    6
박병윤   23  1987/04/24  34  2008/06/18  53   53       2511  155  186  196  125     1    2    8
박상우   28  1988/03/18  33  2009/06/01  52   52       2373   90  145  149   99     0    5    3
박을운   53  1975/04/04  46  1998/06/15  52   52       3560  421  406  359  274    23   23   28
박태종   프  1965/12/20  55  1987/04/01  51   51      14753 2145 1985 1674  184    18   21   20
박현우   08  1990/12/01  30  2012/06/07  52   52       1726  111  104  108  248    14   16   12
방춘식   01  1969/09/19  51  1990/06/01  51   51       4856  369  376  416  116     2    3    4
부민호   37  1985/06/03  36  2007/06/01  52   52       1801  123  116  141   66     1    3    7
빅투아르 프  1986/12/11  34  2017/07/05  52   52       1484  158  160  164  238    22   21   27
송재철   프  1990/10/24  30  2013/06/01  52   52       2758  208  243  251  384    39   48   39
신형철   32  1967/05/30  54  1988/04/01  52   52       7224  753  794  743  178    16   13   13
안토니오 프  1987/09/20  33  2017/05/06  54   54       1702  237  210  171  307    48   37   39
안효리   35  1989/06/04  32  2012/06/07  52   52       1626   78   83  100   43     0    2    1
유승완   프  1985/12/17  35  2007/06/01  53   53       4458  386  337  409  222    17   14   20
윤영민   28  1973/12/15  47  1996/06/01  52   52       1758   70   86  100    4     0    0    0
윤태혁   19  1979/01/03  42  1999/09/01  54   54       1795  126  159  147   22     0    3    0
이강서   23  1988/03/19  33  2010/06/09  52   52       1230   56   59   95   58     1    0    2
이기회   27  1978/11/04  42  2004/06/02  52   52       3348  118  157  194   57     0    0    4
이동국   02  1979/11/23  41  2001/07/06  52   52       3590  223  261  295   97     0    4    0
이동진   99  1996/01/10  25  2017/06/02  49   49        735   48   53   51   70     2    3    5
이동하   99  1994/07/28  27  2016/06/18  48   48       1408  106  121  134   35     4    4    5
이용호   14  1996/12/10  24  2015/06/17  50   50        699   43   54   62  185     1    8   18
이철경   33  1988/08/25  32  2016/06/18  49   49        994   76   89   81  196    14   18   18
이해동   42  1988/03/23  33  2009/06/01  52   52       1547   62   69  101   14     0    1    0
이혁     프  1987/01/05  34  2011/08/24  52   52       3999  352  313  328  365    41   29   45
임기원   14  1980/10/10  40  2013/06/19  49   49       2584  361  267  290  266    49   30   28
임다빈   10  1996/08/13  25  2020/07/17  51   51        297   28   27   25  295    28   27   25
장추열   프  1988/09/11  32  2010/06/09  53   53       3108  303  317  338  266    37   26   30
정정희   22  1993/09/15  27  2014/06/05  49   49       1461   79   91  104  121     4    6    1
정평수   49  1965/04/16  56  1987/04/01  52   52       4861  284  376  419   42     0    1    4
조상범   프  1994/02/17  27  2014/06/05  51   51       1340   61  109  112  341     9   24   20
조재로   99  1993/09/29  27  2015/06/18  49   49       1406  110  127  143   41     1    2    1
조한별   17  1991/02/04  30  2013/06/01  51   51       1477   52  102  102  249     8   19   12
지하주   03  1974/04/10  47  1995/07/01  51   51       3458  263  277  304   68     0    1    0
최범현   05  1979/04/11  42  2001/07/06  53   53       6687  838  781  701  247    32   38   17
최원준   13  1984/08/28  36  2007/06/01  53   53       2065   88  121  148   13     0    0    1
하정훈   41  1990/09/04  30  2015/06/18  49   49       1370   61   87   95  211     5    3    5
함완식   06  1978/01/01  43  1998/06/15  53   53       5950  745  770  696  276    35   40   34
황순도   01  1977/10/26  43  1998/06/15  52   52       2335   86  134  152   43     2    3    3
황종우   17  1982/07/18  39  2007/05/19  51   51        798   25   33   47    0     0    0    0
