-------------------------------------------------------------------------------------------------
기수명   조  생년월일   나이 데뷔일자   중량 타조중량 총출전 1위  2위  3위 1년출전 1위  2위  3위 
-------------------------------------------------------------------------------------------------
권석원   04  1991/10/30  29  2013/06/01  52   52        678   38   38   50   51     0    0    2
김귀배   21  1962/12/18  58  1979/04/11  52   52       4455  322  323  378   69     3    4    4
김덕현   50  1992/11/02  28  2017/06/02  52   52        400   52   41   33   88     6    4    7
김동수   21  1986/12/23  34  2014/06/05  49   49       2767  251  270  291  272    18   20   19
김아현   49  1998/03/13  23  2020/07/17  50   50        237    7   17   15  237     7   17   15
김옥성   43  1967/04/05  54  1987/04/01  52   52       8282  539  638  742  195     3    4   15
김용근   프  1982/02/12  39  2005/05/04  51   51       4885  772  647  552  305    46   39   30
김정준   32  1989/07/04  32  2010/06/09  52   52       2595  152  201  201  300    20   29   25
김태희   33  2000/11/21  20  2021/07/14  49   49          3    0    0    0    3     0    0    0
김효정   20  1996/01/01  25  2017/06/02  50   50       1003   48   61   72  276     5   15   19
다비드   프  1989/02/14  32  2017/12/01  51   51       1322   87  119  110  280    13   25   23
먼로     프  1967/01/14  54  2019/02/01  52   52        774   90  102   85  229    26   23   26
문성혁   33  1995/09/06  25  2018/06/15  52   52        634   56   51   49  227    25   16   13
문세영   프  1980/09/04  40  2001/07/06  52   52       8136 1688 1272  975  302    87   49   28
문정균   06  1973/12/06  47  1998/06/15  51   51       6342  441  531  537  126     2    3    5
박병윤   23  1987/04/24  34  2008/06/18  53   53       2504  155  186  196  121     1    2    8
박상우   28  1988/03/18  33  2009/06/01  52   52       2369   90  145  149   98     0    5    4
박을운   53  1975/04/04  46  1998/06/15  52   52       3560  421  406  359  279    24   23   28
박태종   프  1965/12/20  55  1987/04/01  51   51      14744 2144 1981 1673  185    19   19   19
박현우   08  1990/12/01  30  2012/06/07  52   52       1719  111  104  108  247    14   17   13
방춘식   01  1969/09/19  51  1990/06/01  51   51       4853  369  376  416  115     2    3    4
부민호   37  1985/06/03  36  2007/06/01  52   52       1801  123  116  141   66     1    3    7
빅투아르 프  1986/12/11  34  2017/07/05  52   52       1484  158  160  164  244    23   23   27
송재철   프  1990/10/24  30  2013/06/01  52   52       2744  206  243  249  379    37   49   38
신형철   32  1967/05/30  54  1988/04/01  52   52       7220  752  794  743  175    15   14   13
안토니오 프  1987/09/20  33  2017/05/06  54   54       1692  235  208  170  302    46   35   39
안효리   35  1989/06/04  32  2012/06/07  52   52       1626   78   83  100   44     0    2    2
유승완   프  1985/12/17  35  2007/06/01  53   53       4446  386  336  407  210    17   13   18
윤영민   28  1973/12/15  47  1996/06/01  52   52       1758   70   86  100    4     0    0    0
윤태혁   19  1979/01/03  42  1999/09/01  54   54       1792  126  158  147   19     0    2    0
이강서   23  1988/03/19  33  2010/06/09  52   52       1230   56   59   95   58     1    0    2
이기회   27  1978/11/04  42  2004/06/02  52   52       3344  118  157  194   53     0    0    4
이동국   02  1979/11/23  41  2001/07/06  52   52       3589  223  261  295  101     0    4    0
이동진   99  1996/01/10  25  2017/06/02  49   49        735   48   53   51   73     2    3    5
이동하   99  1994/07/28  27  2016/06/18  48   48       1408  106  121  134   37     4    4    5
이용호   50  1996/12/10  24  2015/06/17  50   50        698   43   54   62  188     1    8   18
이철경   33  1988/08/25  32  2016/06/18  49   49        988   74   89   81  190    12   18   18
이해동   42  1988/03/23  33  2009/06/01  52   52       1547   62   69  101   14     0    1    0
이혁     프  1987/01/05  34  2011/08/24  52   52       3985  350  312  328  361    39   28   46
임기원   14  1980/10/10  40  2013/06/19  49   49       2577  358  267  287  262    46   30   25
임다빈   10  1996/08/13  24  2020/07/17  51   51        282   28   25   24  282    28   25   24
장추열   프  1988/09/11  32  2010/06/09  52   52       3103  303  317  337  261    37   26   29
정정희   22  1993/09/15  27  2014/06/05  49   49       1454   78   91  104  114     3    6    1
정평수   49  1965/04/16  56  1987/04/01  52   52       4860  284  376  419   42     0    1    4
조상범   프  1994/02/17  27  2014/06/05  51   51       1340   61  109  112  350     9   24   20
조재로   99  1993/09/29  27  2015/06/18  49   49       1406  110  127  143   42     1    2    1
조한별   17  1991/02/04  30  2013/06/01  51   51       1469   52  100  102  246     8   17   12
지하주   03  1974/04/10  47  1995/07/01  51   51       3456  263  277  304   67     0    1    0
최범현   05  1979/04/11  42  2001/07/06  53   53       6680  837  779  700  241    32   36   16
최원준   13  1984/08/28  36  2007/06/01  53   53       2064   88  121  148   12     0    0    1
하정훈   41  1990/09/04  30  2015/06/18  49   49       1363   60   86   95  210     4    2    6
함완식   06  1978/01/01  43  1998/06/15  53   53       5943  742  769  696  271    32   39   35
황순도   01  1977/10/26  43  1998/06/15  52   52       2333   86  134  152   41     2    3    3
황종우   17  1982/07/18  39  2007/05/19  51   51        798   25   33   47    0     0    0    0
