-------------------------------------------------------------------------------------------------
기수명   조  생년월일   나이 데뷔일자   중량 타조중량 총출전 1위  2위  3위 1년출전 1위  2위  3위 
-------------------------------------------------------------------------------------------------
권석원   04  1991/10/30  29  2013/06/01  52   52        678   38   38   50   47     0    0    2
김귀배   21  1962/12/18  58  1979/04/11  52   52       4458  322  323  378   68     3    4    4
김덕현   99  1992/11/02  28  2017/06/02  52   52        400   52   41   33   79     4    3    7
김동수   21  1986/12/23  34  2014/06/05  49   49       2779  251  272  292  277    17   21   20
김아현   49  1998/03/13  23  2020/07/17  50   50        252    7   18   15  243     7   17   13
김옥성   43  1967/04/05  54  1987/04/01  52   52       8295  539  639  744  196     3    5   16
김용근   프  1982/02/12  39  2005/05/04  51   51       4908  774  649  555  316    45   40   31
김정준   32  1989/07/04  32  2010/06/09  52   52       2608  153  201  203  298    20   24   27
김태희   33  2000/11/21  20  2021/07/14  49   49          6    0    0    0    6     0    0    0
김효정   20  1996/01/01  25  2017/06/02  50   50       1015   48   62   75  273     4   12   20
다비드   프  1989/02/14  32  2017/12/01  51   51       1338   88  120  111  275    11   24   22
먼로     프  1967/01/14  54  2019/02/01  52   52        792   92  105   87  226    27   25   25
문성혁   33  1995/09/06  25  2018/06/15  52   52        648   59   52   49  240    28   17   13
문세영   프  1980/09/04  40  2001/07/06  52   52       8143 1692 1273  975  282    83   46   25
문정균   06  1973/12/06  47  1998/06/15  51   51       6356  442  532  538  140     3    4    6
박병윤   23  1987/04/24  34  2008/06/18  53   53       2511  155  186  196  125     1    2    8
박상우   28  1988/03/18  33  2009/06/01  52   52       2377   90  145  149  102     0    5    3
박을운   53  1975/04/04  46  1998/06/15  52   52       3560  421  406  359  264    23   23   26
박태종   프  1965/12/20  55  1987/04/01  51   51      14761 2147 1987 1676  188    20   22   21
박현우   08  1990/12/01  30  2012/06/07  52   52       1732  111  104  109  245    13   16   13
방춘식   01  1969/09/19  51  1990/06/01  51   51       4858  369  376  416  108     1    3    3
부민호   37  1985/06/03  36  2007/06/01  52   52       1802  123  116  141   67     1    3    7
빅투아르 프  1986/12/11  34  2017/07/05  52   52       1492  159  162  164  245    22   23   27
송재철   프  1990/10/24  30  2013/06/01  52   52       2765  209  245  252  373    38   46   37
신형철   32  1967/05/30  54  1988/04/01  52   52       7228  753  794  743  182    16   13   13
안토니오 프  1987/09/20  33  2017/05/06  54   54       1710  237  212  172  298    45   38   37
안효리   35  1989/06/04  32  2012/06/07  52   52       1626   78   83  100   36     0    2    0
유승완   프  1985/12/17  35  2007/06/01  53   53       4465  387  337  409  229    18   14   20
윤영민   28  1973/12/15  47  1996/06/01  52   52       1758   70   86  100    4     0    0    0
윤태혁   19  1979/01/03  42  1999/09/01  54   54       1797  126  159  148   23     0    3    1
이강서   23  1988/03/19  33  2010/06/09  52   52       1230   56   59   95   56     1    0    2
이기회   27  1978/11/04  42  2004/06/02  52   52       3349  118  157  194   57     0    0    4
이동국   02  1979/11/23  41  2001/07/06  52   52       3590  223  261  295   92     0    4    0
이동진   99  1996/01/10  25  2017/06/02  49   49        735   48   53   51   67     2    2    5
이동하   99  1994/07/28  27  2016/06/18  48   48       1408  106  121  134   24     3    4    3
이용호   14  1996/12/10  24  2015/06/17  50   50        699   43   54   62  180     1    7   18
이철경   33  1988/08/25  32  2016/06/18  49   49        999   77   89   81  201    15   18   18
이해동   42  1988/03/23  33  2009/06/01  52   52       1548   62   69  101   14     0    1    0
이혁     프  1987/01/05  34  2011/08/24  52   52       4008  352  314  331  359    39   30   47
임기원   14  1980/10/10  40  2013/06/19  49   49       2590  361  267  290  261    45   29   27
임다빈   10  1996/08/13  25  2020/07/17  51   51        306   29   27   25  296    29   27   24
장추열   프  1988/09/11  32  2010/06/09  53   53       3117  305  317  339  275    39   26   31
정정희   22  1993/09/15  27  2014/06/05  49   49       1468   79   92  105  128     4    7    2
정평수   49  1965/04/16  56  1987/04/01  52   52       4861  284  376  419   42     0    1    4
조상범   프  1994/02/17  27  2014/06/05  51   51       1340   61  109  112  326     8   22   18
조재로   99  1993/09/29  27  2015/06/18  49   49       1406  110  127  143   30     0    1    0
조한별   17  1991/02/04  30  2013/06/01  51   51       1483   52  102  103  246     7   18   13
지하주   03  1974/04/10  47  1995/07/01  51   51       3458  263  277  304   65     0    1    0
최범현   05  1979/04/11  42  2001/07/06  53   53       6692  839  782  702  246    33   39   18
최원준   13  1984/08/28  36  2007/06/01  53   53       2066   88  121  148   14     0    0    1
하정훈   41  1990/09/04  30  2015/06/18  49   49       1375   61   87   96  206     4    3    6
함완식   06  1978/01/01  43  1998/06/15  53   53       5951  745  770  696  266    35   37   33
황순도   01  1977/10/26  43  1998/06/15  52   52       2336   86  134  152   42     2    3    3
황종우   17  1982/07/18  39  2007/05/19  51   51        798   25   33   47    0     0    0    0
