-------------------------------------------------------------------------------------------------
기수명   조  생년월일   나이 데뷔일자   중량 타조중량 총출전 1위  2위  3위 1년출전 1위  2위  3위 
-------------------------------------------------------------------------------------------------
권석원   04  1991/10/30  29  2013/06/01  52   52        663   38   38   49   53     0    0    1
김귀배   21  1962/12/18  58  1979/04/11  52   52       4408  322  320  375   55     4    2    3
김덕현   50  1992/11/02  28  2017/06/02  52   52        376   50   39   31  117    11    8   10
김동수   프  1986/12/23  34  2014/06/05  49   49       2592  242  259  279  289    19   33   39
김아현   49  1998/03/13  22  2020/07/17  50   50         86    3    5    8   86     3    5    8
김옥성   43  1967/04/05  53  1987/04/01  52   52       8165  537  635  731  133     2    2    6
김용근   프  1982/02/12  38  2005/05/04  51   51       4716  752  623  534  309    45   33   34
김정준   32  1989/07/04  31  2010/06/09  52   52       2405  140  184  187  217    17   24   20
김효정   20  1996/01/01  25  2017/06/02  50   50        821   47   55   60  194     6   14   15
다비드   프  1989/02/14  31  2017/12/01  51   51       1133   81  101   99  214    18   15   25
먼로     프  1967/01/14  53  2019/02/01  52   52        598   70   84   67  160    22   21   20
문성혁   33  1995/09/06  25  2018/06/15  52   52        478   36   37   42  136    13    7   12
문세영   프  1980/09/04  40  2001/07/06  52   52       7949 1632 1244  955  213    49   38   20
문정균   06  1973/12/06  47  1998/06/15  51   51       6216  439  528  532   82     5    9    7
박병윤   37  1987/04/24  33  2008/06/18  52   52       2427  155  184  193  117     8    3   10
박상우   28  1988/03/18  32  2009/06/01  52   52       2303   90  142  147   86     4    4    3
박을운   53  1975/04/04  45  1998/06/15  52   52       3383  405  391  345  193    20   18   21
박태종   프  1965/12/20  55  1987/04/01  51   51      14615 2131 1975 1658  195    28   30   15
박현우   08  1990/12/01  30  2012/06/07  52   52       1573  105   95  102  163    11   15   12
방춘식   01  1969/09/19  51  1990/06/01  51   51       4784  368  374  414  113     2    3    3
부민호   04  1985/06/03  35  2007/06/01  52   52       1759  123  115  135   36     1    2    3
빅투아르 프  1986/12/11  34  2017/07/05  52   52       1319  145  146  148  205    24   32   22
송재철   프  1990/10/24  30  2013/06/01  52   52       2513  181  214  221  347    35   32   31
신형철   32  1967/05/30  53  1988/04/01  52   52       7121  745  789  733  136    12   16    9
안토니오 프  1987/09/20  33  2017/05/06  54   54       1512  209  185  145  255    38   29   39
안효리   37  1989/06/04  31  2012/06/07  52   52       1607   78   81  100   67     0    0    4
우에다   프  1981/01/19  39  2020/04/01  51   51         89    3    3    3   89     3    3    3
유승완   프  1985/12/17  35  2007/06/01  53   53       4261  369  326  390  192    17   21    6
윤영민   28  1973/12/15  47  1996/06/01  52   52       1754   70   86  100   14     0    0    0
윤태혁   19  1979/01/03  42  1999/09/01  54   54       1777  126  156  147    8     0    0    0
이강서   23  1988/03/19  32  2010/06/09  52   52       1201   55   59   94   52     0    1    3
이기회   27  1978/11/04  42  2004/06/02  52   52       3310  118  157  191   38     2    2    1
이동국   02  1979/11/23  41  2001/07/06  52   52       3537  223  259  295   86     2    3    1
이동진   99  1996/01/10  24  2017/06/02  49   49        735   48   53   51  148     7    8   12
이동하   99  1994/07/28  26  2016/06/18  48   48       1408  106  121  134  144    13   12   15
이용호   33  1996/12/10  24  2015/06/17  50   50        559   42   48   47   96     0    5    5
이준철   48  1980/02/23  40  1999/09/01  53   53       3015  253  277  304  106    24   14    9
이철경   33  1988/08/25  32  2016/06/18  49   49        851   64   72   70   93     5    2    9
이해동   42  1988/03/23  32  2009/06/01  52   52       1535   62   68  101   33     0    0    1
이혁     프  1987/01/05  33  2011/08/24  52   52       3762  321  292  304  314    30   32   35
이현종   프  1993/08/24  27  2015/06/18  49   49       1269  166  131  146  240    28   29   23
임기원   프  1980/10/10  40  2013/06/19  49   49       2416  327  247  276  200    27   17   29
임다빈   10  1996/08/13  24  2020/07/17  51   51         83   10    5    7   83    10    5    7
장추열   10  1988/09/11  32  2010/06/09  52   52       2906  275  302  314   64     9   11    6
정정희   99  1993/09/15  27  2014/06/05  49   49       1340   75   85  103    0     0    0    0
정평수   49  1965/04/16  55  1987/04/01  52   52       4835  284  376  415   24     0    1    1
조상범   프  1994/02/17  26  2014/06/05  52   52       1113   54   91   97  316     8   18   21
조재로   99  1993/09/29  27  2015/06/18  49   49       1406  110  127  143  149     5    5    7
조한별   17  1991/02/04  29  2013/06/01  51   51       1318   46   92   95  178     4   15    6
지하주   03  1974/04/10  46  1995/07/01  51   51       3423  263  277  304   64     0    1    4
최범현   05  1979/04/11  41  2001/07/06  53   53       6505  813  754  686  145    18   19    8
최원준   13  1984/08/28  36  2007/06/01  52   52       2052   88  121  147    0     0    0    0
하정훈   16  1990/09/04  30  2015/06/18  49   49       1257   58   84   92  203     2    8    8
함완식   52  1978/01/01  43  1998/06/15  53   53       5769  719  740  670  157    20   17   19
황순도   01  1977/10/26  43  1998/06/15  52   52       2303   84  132  150   22     2    2    2
황종우   17  1982/07/18  38  2007/05/19  51   51        798   25   33   47    0     0    0    0
